"2010-tiffany-shlain-university-of-california,-berkeley.txt",Tiffany Shlain,"University of California, Berkeley",2010
2010-tim-cook-auburn-university.txt,Tim Cook,Auburn University,2010
2013-tim-minchin-university-of-western-australia.txt,Tim Minchin,University of Western Australia,2013
2000-tim-russert-niagara-university.txt,Tim Russert,Niagara University,2000
"2011-tom-brinck-the-art-institute-of-california,-sunnyvale.txt",Tom Brinck,"The Art Institute of California, Sunnyvale",2011
1996-tom-brokaw-connecticut-college.txt,Tom Brokaw,Connecticut College,1996
2011-tom-hanks-yale-university.txt,Tom Hanks,Yale University,2011
2004-toni-morrison-wellesley-college.txt,Toni Morrison,Wellesley College,2004
2007-tony-snow-the-catholic-university-of-america.txt,Tony Snow,The Catholic University of America,2007
2014-tory-burch-babson-college.txt,Tory Burch,Babson College,2014
2013-tracy-chevalier-oberlin-college.txt,Tracy Chevalier,Oberlin College,2013
1983-ursula-k-le-guin-mills-college.txt,Ursula K. Le Guin,Mills College,1983
1995-vaclav-havel-harvard-university.txt,Vaclav Havel,Harvard University,1995
2014-victor-hwang-austin-community-college.txt,Victor Hwang,Austin Community College,2014
2010-wade-davis-colorado-college.txt,Wade Davis,Colorado College,2010
2003-wally-lamb-connecticut-college.txt,Wally Lamb,Connecticut College,2003
2006-wangari-maathai-connecticut-college.txt,Wangari Maathai,Connecticut College,2006
1983-warren-burger-pace-university.txt,Warren Burger,Pace University,1983
"2012-wesley-chan-university-of-california,-san-diego.txt",Wesley Chan,"University of California, San Diego",2012
2011-whoopi-goldberg-savannah-college-of-art-and-design.txt,Whoopi Goldberg,Savannah College of Art and Design,2011
2003-will-ferrell-harvard-university.txt,Will Ferrell,Harvard University,2003
1936-william-allen-white-northwestern-university.txt,William Allen White,Northwestern University,1936
2012-william-chiu-halsey-junior-high-school.txt,William Chiu,Halsey Junior High School,2012
1979-william-h-gass-washington-university.txt,William H. Gass,Washington University,1979
"1995-william-kunstler-state-university-of-new-york,-buffalo.txt",William Kunstler,"State University of New York, Buffalo",1995
1986-woody-hayes-ohio-state-university.txt,Woody Hayes,Ohio State University,1986
2001-wynton-marsalis-connecticut-college.txt,Wynton Marsalis,Connecticut College,2001
2013-wynton-marsalis-university-of-vermont.txt,Wynton Marsalis,University of Vermont,2013
2003-yvonne-thornton-tuskegee-university.txt,Yvonne Thornton,Tuskegee University,2003
